function	AS102	AS103	AS105	AS106	AS107	AS111	AS112	AS113	AS114	AS115	AS117	AS120	AS122	AS123	AS124	AS125	AS127	AS128	AS129	AS130	AS131	AS132	AS133	AS134	AS136	AS137	AS139	AS140	AS141	AS142	AS149	AS150	AS152	AS153	AS154	AS155	AS156	AS157	AS160	AS162	AS163	AS164	AS167	AS169	AS172	AS173	AS174	AS175	AS177	AS178	AS179	AS180	AS181	AS182	AS183	AS185	AS186	AS187	AS188	AS189	AS190	AS191	AS193	AS195	AS196	AS204	AS205	AS206	AS207	AS208	AS212	AS214	AS216	AS221	AS223	AS226	AS227	AS228	AS229	AS230	AS232	AS233	AS235	AS236	AS237	AS239	AS240	AS242	AS244	AS245	AS246	AS247	AS248	AS249	AS66	AS67	AS68	AS69	AS71	AS72	AS73	AS74	AS75	AS76	AS77	AS78	AS79	AS80	AS81	AS82	AS83	AS84	AS85	AS86	AS87	AS88	AS90	AS91	AS92	AS93
RXN-13323	412.81	610.23	1087.4	227.33	823.6700000000002	35.66	23.2	267.07	588.5	702.2	1081.9	886.98	390.3	271.8	191.67	429.6	1226.24	1125.67	288.94	1248.67	162.67000000000004	419.29	639.66	440.77	277.09000000000003	222.0	143.0	462.4	1401.67	1396.67	1283.34	747.5	1501.66	1327.33	1685.67	1272.67	552.18	722.0	729.16	1157.95	719.0999999999998	631.5	497.4	317.0	1359.26	294.34	565.0	279.54	953.28	376.88	279.17	341.89	644.95	585.27	370.56	1045.83	503.0	1324.0	792.0	975.67	722.0	757.3299999999998	418.33	539.5	1112.5	337.3	570.0	476.87	769.59	338.02	865.03	956.51	404.87	585.98	730.3299999999998	989.1	556.92	1066.6799999999996	744.52	1161.83	287.82	454.94	420.88	540.3299999999998	447.33	363.44	452.5	336.78	826.04	396.67	612.4	568.67	735.89	326.44	599.0	1474.69	739.0	2543.0	1333.66	1551.0	1924.33	730.33	2015.16	1474.17	621.49	1333.0	1430.83	1969.83	1321.5	928.89	904.0	626.3299999999998	873.9899999999999	2184.17	2451.0	1565.34	1866.66	2384.83	228.34	1363.0
RXN-13326	0.0	0.0	0.0	5.0	0.0	18.33	96.67	55.0	0.0	0.0	0.0	0.0	0.0	12.33	15.0	0.0	27.67	45.0	0.0	7.0	11.67	11.33	0.0	83.33	8.33	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	10.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.33	0.0	0.0	8.0	0.0	13.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-13328	24.67	44.0	161.0	0.0	121.0	5.33	0.0	4.0	3.67	4.5	0.0	29.0	21.0	0.0	13.5	40.0	39.0	78.0	15.0	165.0	12.0	35.5	0.0	103.83	32.5	25.5	22.0	67.0	357.0	224.0	213.0	22.5	422.0	273.5	258.5	197.0	41.5	70.0	106.5	141.5	27.0	0.0	0.0	8.0	10.5	4.67	22.5	0.0	56.0	0.0	0.0	54.0	144.0	35.0	41.0	61.0	99.5	100.0	0.0	107.5	138.5	66.0	10.0	23.5	65.0	13.0	10.0	18.0	13.0	10.67	38.33	74.17	12.67	68.5	30.33	58.5	33.5	73.0	56.5	265.5	21.5	20.5	25.5	66.5	36.0	105.5	115.5	4.0	35.17	21.67	0.0	51.67	74.5	0.0	44.5	209.0	224.0	237.5	112.5	190.0	60.0	17.0	126.0	182.0	20.33	0.0	99.0	107.0	180.0	89.0	8.67	0.0	0.0	170.0	180.0	157.0	127.0	268.0	0.0	22.0
RXN-13335	0.0	7.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	198.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	65.0	21.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	18.0	37.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	27.0	52.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-13337	15.0	30.0	7.0	24.0	13.0	10.0	0.0	0.0	6.0	0.0	0.0	58.0	20.0	9.0	13.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	46.33	16.33	65.0	21.0	0.0	15.0	0.0	0.0	9.67	0.0	0.0	0.0	0.0	0.0	13.67	0.0	0.0	0.0	8.33	36.0	0.0	0.0	40.33	24.33	18.0	37.0	0.0	0.0	0.0	5.0	60.0	0.0	0.0	130.0	85.0	0.0	86.0	6.0	0.0	57.0	29.0	0.0	118.0	19.0	55.0	33.0	22.0	0.0	25.0	46.0	68.0	26.0	20.0	0.0	13.0	0.0	0.0	0.0	0.0	15.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.33	0.0	14.33	0.0	15.0	0.0	0.0	0.0	42.33	0.0	0.0	0.0	0.0	0.0	5.67	0.0
RXN-13403	806.3399999999998	709.9	1758.8	554.71	940.34	964.32	4934.81	3735.14	981.61	969.57	2599.91	1677.0700000000004	1079.8	4704.92	1267.14	1317.2	6889.0700000000015	6671.34	1549.84	6933.84	2552.350000000001	6087.98	6875.66	4231.98	3474.99	3166.0	1417.99	5492.91	3303.29	3052.25	2514.34	3274.75	2903.49	2496.91	3673.45	3257.67	1243.4	1313.09	2761.58	3799.25	1330.44	1411.95	1369.0	894.5	1604.15	1249.84	2439.67	1188.94	3135.92	1441.43	1513.33	1775.36	1952.0	4650.86	3080.51	3219.91	2313.9700000000007	3231.5	2957.11	2018.17	2072.42	4200.63	2307.16	1429.75	4464.48	844.1	575.1	1005.8	1599.6	2257.06	1910.61	3308.96	971.94	1167.75	853.99	3394.0	2605.98	3571.52	2572.1	3788.58	1842.2	1757.47	1306.08	1880.5	1034.55	1094.0	1372.5	1468.34	1862.99	823.6400000000001	1041.73	1381.39	1235.5	1081.35	2172.25	3660.46	2502.95	5384.25	2606.58	3879.0	5214.0	1442.74	4593.74	4189.51	1734.07	7160.5	4372.1100000000015	5184.41	3464.25	1896.41	1409.08	1678.49	1987.15	5050.02	6036.0	4145.77	4617.59	5328.940000000001	691.8399999999998	3741.25
RXN-13404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.5	0.0	0.0	25.0	0.0	8.0	0.0	0.0	4.5	0.0	23.5	38.5	0.0	0.0	0.0	8.5	0.0	26.0	0.0	9.0	5.5	21.5	4.5	0.0
RXN-13405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	30.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0	149.0	1027.0	88.0	145.0	75.0	69.0	25.0	0.0	114.0	51.0	120.0	89.0	55.0	29.0	168.0	152.0	122.0	120.0	72.0	31.0	58.0
RXN-13418	195.42	192.3	1523.8	192.79	502.01	18.0	5.800000000000002	64.81	331.27	514.8199999999998	1126.34	363.07	80.80000000000003	322.93	86.64	176.6	634.66	770.01	247.01	805.51	91.34	277.27	533.3299999999998	350.84	329.5	395.5	187.99	696.81	328.45	391.25	725.67	587.5	980.66	785.16	1067.08	757.0	344.7800000000001	363.16	280.91	399.0	421.09	225.9	66.0	61.0	160.82	175.33	329.17	117.98	191.42	221.36	42.33	105.24	356.0	224.06	286.0	261.75	164.25	348.0	68.75	261.0	332.0	196.0	79.16	65.75	284.4	85.35	30.6	76.8	89.60000000000002	93.55	101.4	502.72	188.6	271.4	480.33	456.3	207.73	507.52	296.6	415.33	158.7	129.22	115.83	157.0	47.25	103.84	97.0	39.0	97.15	43.3	33.8	60.8	119.0	55.0	59.75	533.13	1264.75	1091.5	450.5	209.0	1065.0	99.0	582.01	302.0	170.32999999999996	895.0	873.69	609.75	687.5	366.58	228.25	79.66	439.0	458.51	309.25	361.25	319.24	995.65	60.67	343.0
RXN-13426	102.33	43.8	178.0	196.8	40.0	40.0	1.4	0.0	521.27	443.17	1689.0	246.67	2.2	455.33	32.47	190.4	371.33	206.0	230.0	320.0	139.0	154.0	408.0	279.0	58.0	220.0	227.0	240.0	104.2	172.0	678.0	202.0	217.33	260.33	1054.67	739.0	327.6	325.4	53.33	214.0	111.2	39.4	109.0	74.0	235.33	236.0	611.6700000000002	87.0	437.67	130.6	32.33	65.0	242.0	333.4	318.0	367.0	224.0	513.0	277.0	160.0	410.0	690.5	155.0	179.0	408.4	20.75	35.6	28.4	121.2	101.0	527.8	1554.07	348.2	421.6	721.33	1380.6	613.3299999999998	844.87	774.0	1456.33	1075.0	506.47	372.13	610.0	84.0	174.67000000000004	205.0	57.0	193.0	87.80000000000003	151.0	212.8	80.0	92.5	323.25	638.8	608.5	1741.0	408.0	125.0	84.0	47.0	1493.75	465.0	256.0	453.0	1311.1	798.0	593.0	312.0	59.0	167.0	209.0	476.0	379.0	932.0	417.0	429.4	82.0	435.0
RXN-13439	45.34	172.5	965.8	42.66	279.84000000000003	39.66	4.4	30.14	51.5	4.4	60.26000000000001	90.4	69.1	36.6	37.0	105.2	126.0	214.34	25.34	174.34	33.34	51.51	157.66	114.0	94.0	13.0	0.0	59.8	204.0	146.0	101.34	256.5	256.0	31.0	247.0	214.0	128.68	30.0	119.0	214.5	115.16	148.5	96.0	92.0	133.32	86.0	80.0	103.08	403.5	10.0	147.5	108.0	61.5	111.16	40.67	621.0	147.5	535.0	314.5	376.0	294.0	341.0	332.66	312.0	616.5	48.6	52.0	26.4	50.4	236.8	846.4	387.3	18.4	308.9	159.0	233.7	251.4	382.8	185.6	304.5	41.2	25.5	47.2	113.5	137.5	61.0	140.5	268.0	418.4	167.5	99.8	234.0	128.5	124.0	0.0	380.0	270.0	70.5	82.5	338.0	216.0	303.66	831.99	912.84	275.16	4039.5	309.83	1136.5	603.5	105.5	172.82999999999996	191.49	229.32	1170.84	1300.5	638.01	829.99	1200.66	85.84	787.6700000000002
RXN-13440	45.34	172.5	965.8	42.66	279.84000000000003	39.66	4.4	30.14	51.5	4.4	60.26000000000001	90.4	69.1	36.6	37.0	105.2	126.0	214.34	25.34	174.34	33.34	51.51	157.66	114.0	94.0	13.0	0.0	59.8	204.0	146.0	101.34	256.5	256.0	31.0	247.0	214.0	128.68	30.0	119.0	214.5	115.16	148.5	96.0	92.0	133.32	86.0	80.0	103.08	403.5	10.0	147.5	108.0	61.5	111.16	40.67	621.0	147.5	535.0	314.5	376.0	294.0	341.0	332.66	312.0	616.5	48.6	52.0	26.4	50.4	236.8	846.4	387.3	18.4	308.9	159.0	233.7	251.4	382.8	185.6	304.5	41.2	25.5	47.2	113.5	137.5	61.0	140.5	268.0	418.4	167.5	99.8	234.0	128.5	124.0	0.0	380.0	270.0	70.5	82.5	338.0	216.0	303.66	831.99	912.84	275.16	4039.5	309.83	1136.5	603.5	105.5	172.82999999999996	191.49	229.32	1170.84	1300.5	638.01	829.99	1200.66	85.84	787.6700000000002
RXN-13449	280.89	70.53	185.4	182.25	97.0	779.0	3599.2	2824.4	233.0	344.87	727.57	669.65	739.8	2678.13	1033.0	608.4000000000002	2110.91	4321.0	567.27	3843.0	751.34	1552.45	897.0	1564.7800000000002	2333.09	1895.0	1139.0	3569.4	352.5	483.9	782.5	1726.75	768.0	728.25	1664.75	1341.0	466.94	399.65	1743.5	1998.45	401.28	392.4	517.62	540.0	474.2600000000001	753.6700000000002	1248.67	310.54	799.95	294.04	42.0	297.89	350.89	1133.06	1965.89	561.5	594.5	495.0	530.5	322.0	366.5	1503.4	1118.66	226.5	1547.4	556.3	85.5	406.87	447.98	1248.6799999999996	197.2	513.01	428.2	214.98	328.33	746.2	394.31	1006.15	590.02	657.22	266.82	323.61	320.71	374.33	152.23000000000005	140.44	177.0	673.78	233.37	138.5	211.95	221.0	508.89	118.49	204.0	237.69000000000003	350.1	1841.0	744.8299999999998	607.0	1532.33	181.75	494.25	961.0	297.75	4760.0	443.6	784.5	344.0	383.5	605.5	707.66	371.5	829.0	951.25	545.0	694.75	547.9	141.0	532.75
RXN-13482	628.45	566.06	828.0	330.58	590.6700000000002	111.99	708.34	708.6700000000002	645.8299999999998	454.5	1416.8200000000004	1288.56	483.5	1722.66	264.17	606.6	3122.6900000000005	1304.67	594.21	1764.17	1429.34	3745.28	5456.33	2040.72	1201.34	1386.5	941.33	1813.97	1521.62	1349.68	1211.17	1621.75	1369.16	1199.08	1897.04	1647.67	615.4599999999998	715.9300000000002	944.91	1621.65	1254.46	835.5500000000002	928.02	387.0	1613.37	397.17	843.5	877.29	1781.31	1174.0600000000004	1279.84	1416.9	1139.84	3217.74	1023.45	1654.08	1148.47	1432.5	1371.11	979.67	991.42	1573.73	484.5	688.75	1573.58	458.25	846.5	763.34	1318.17	862.65	1026.58	1780.8	581.6700000000002	528.81	788.3299999999998	2050.2	1838.25	1784.91	1423.94	2204.4700000000007	1252.94	1031.88	764.31	1060.66	665.81	573.38	676.0	670.56	1087.26	551.37	799.63	792.72	742.78	604.9300000000002	1310.5	1650.0500000000004	873.45	2827.25	1428.08	2026.0	3077.0	855.08	2188.33	1950.17	814.91	5440.0	1632.58	2371.08	1456.75	1025.97	1041.75	873.0	1019.83	2547.34	3246.5	1815.09	2427.53	2651.38	377.67	1582.75
RXN-13568	29.97	23.73	7.0	0.0	13.0	10.0	0.0	0.0	14.33	26.0	144.47	59.78	20.0	9.0	18.67	20.0	105.44	0.0	1.27	0.0	0.0	1.45	0.0	21.45	6.09	0.0	0.0	2.8	0.0	17.0	0.0	0.0	18.33	58.33	16.67	15.0	2.67	0.0	14.33	0.45	50.11	26.0	91.4	1.0	1.27	6.67	0.0	0.0	108.78	84.88	1.67	44.89	40.45	204.94	63.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	55.0	156.67000000000004	209.39	15.78	8.0	21.44	16.0	10.78	20.0	204.0	179.22	328.78	229.72	146.82999999999996	2.22	173.44	131.78	93.83	1.33	14.11	3.0	12.78	20.67	40.5	9.0	7.5	8.39	2.44	0.0	6.36	0.0	19.5	118.0	124.0	1027.0	88.0	145.0	75.0	69.0	25.0	0.0	108.0	66.0	121.89	89.0	55.0	41.67	168.0	152.0	122.0	120.0	72.0	31.0	58.0
RXN-13570	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	9.5	3.5	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.5	21.0	0.0	0.0	0.0	0.0
RXN-13574	159.0	243.0	49.0	48.0	134.0	25.0	21.0	196.0	215.0	47.0	102.0	562.0	276.0	48.0	96.0	163.0	73.0	0.0	0.0	0.0	12.0	18.0	43.0	23.0	0.0	16.0	20.0	19.0	3.8	88.4	11.0	32.0	0.0	0.0	20.0	28.0	8.0	22.0	0.0	82.0	67.0	0.0	84.0	61.0	33.0	44.0	0.0	32.0	12.0	0.0	0.0	25.0	60.0	30.0	654.0	0.0	0.0	0.0	58.0	0.0	37.0	9.4	0.0	16.0	0.0	241.0	491.0	331.0	391.0	100.0	178.0	170.0	237.0	101.0	416.0	66.0	116.0	34.0	46.0	0.0	47.0	96.0	83.0	12.0	16.4	0.0	7.0	9.0	45.0	122.8	58.8	112.2	53.0	21.8	0.0	0.0	6.0	0.0	118.0	160.0	1027.0	92.0	243.0	105.0	118.0	81.0	76.0	179.0	119.0	144.0	212.0	86.0	83.0	248.0	255.0	203.0	198.0	87.0	65.0	125.0
RXN-13585	0.0	0.0	110.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	73.0	0.0	0.0	24.0	0.0	23.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	21.0	44.0	44.0	0.0	0.0	0.0	11.0	0.0	14.0	0.0	0.0	0.0	16.0	213.0	68.0	56.0	275.0	105.0	113.0	110.0	108.0	0.0	134.0	7.0	0.0	0.0	0.0	14.0	191.0	53.0	0.0	79.0	0.0	29.0	44.0	69.0	28.0	20.0	0.0	0.0	0.0	16.0	10.0	0.0	14.0	10.0	55.0	0.0	0.0	0.0	0.0	32.0	0.0	40.0	6.0	0.0	6.0	110.0	30.0	12.0	52.0	73.0	62.0	13.0	94.0	109.0	31.0	52.0	110.0	25.0	9.0	147.0	199.0	194.0	127.0	132.0	21.0	142.0
RXN-13589	0.0	0.0	110.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	120.0	73.0	0.0	0.0	24.0	0.0	23.0	0.0	2.67	0.0	59.0	28.0	47.67	0.0	21.0	44.0	44.0	0.0	0.0	0.0	11.0	0.0	32.0	0.0	0.0	11.0	16.0	213.0	68.0	56.0	275.0	105.0	113.0	110.0	108.0	26.0	134.0	11.5	0.0	0.0	30.0	19.0	191.0	53.0	0.0	79.0	0.0	29.0	44.0	76.0	28.0	20.0	0.0	14.0	0.0	16.0	107.0	15.0	14.0	87.0	257.0	93.0	175.0	75.0	67.0	131.0	179.0	294.0	52.5	0.0	162.0	401.0	534.0	159.0	353.0	167.0	127.0	94.0	363.5	273.0	143.0	171.0	140.0	93.0	82.67	336.0	307.0	457.0	241.0	206.0	35.0	220.0
RXN-13596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	8.0	0.0	0.0	0.0	0.0	0.0	42.0	34.0	56.0	39.0	64.0	0.0	110.0	108.0	0.0	86.0	0.0	0.0	0.0	0.0	14.0	191.0	53.0	0.0	79.0	0.0	29.0	44.0	69.0	28.0	20.0	0.0	0.0	0.0	16.0	10.0	0.0	14.0	10.0	55.0	0.0	0.0	0.0	0.0	11.0	0.0	40.0	0.0	0.0	0.0	79.0	0.0	0.0	0.0	0.0	13.0	0.0	15.0	82.0	17.0	0.0	0.0	0.0	0.0	37.0	61.0	30.0	36.0	84.0	0.0	76.0
RXN-13597	16.0	25.0	0.0	84.0	17.0	0.0	0.0	0.0	82.0	20.0	535.0	78.0	0.0	178.0	11.0	77.0	102.0	184.0	130.0	245.0	65.0	56.0	189.0	80.0	39.0	128.0	69.0	113.0	0.0	0.0	363.0	180.0	180.0	209.0	663.0	424.0	198.0	271.0	20.0	185.0	13.0	0.0	23.0	8.0	57.0	119.0	197.0	29.0	95.0	37.0	10.0	29.0	109.0	109.0	134.0	66.0	0.0	163.0	40.0	64.0	120.0	0.0	0.0	30.0	88.0	14.0	16.0	0.0	45.0	39.0	370.0	787.0	159.0	202.0	200.0	959.0	288.0	388.0	468.0	1089.0	821.0	258.0	268.0	457.0	14.0	113.0	121.0	12.0	92.0	0.0	27.0	86.0	54.0	0.0	0.0	0.0	0.0	1078.0	288.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	20.0	12.0	0.0	22.0	69.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-13600	905.34	1539.76	1062.0	688.0	1070.0	334.67	5989.67	5574.0	1498.16	1267.0	1648.29	3321.56	1724.5	1877.33	660.69	1563.8	3882.8	2882.0	1325.54	3725.5	1718.34	4362.16	5560.66	2549.890000000001	5396.51	12015.0	7080.66	14479.34	2428.13	2750.36	3928.84	3199.5	3793.31	3818.31	4846.43	3879.0	1536.13	1880.16	1347.73	2595.9	1464.8	1192.4	1531.24	817.0	1146.53	850.8599999999999	1165.5	1124.91	2035.31	1262.57	1301.84	1653.52	1412.28	3890.23	1461.4499999999996	4384.57	2586.61	3344.0	3776.68	2572.5	2857.21	2706.0	1493.83	1882.75	3537.54	1325.75	2366.0	1971.34	2822.56	1565.31	3835.5	4641.63	1738.0	1993.56	2523.0	3923.1	3451.56	3909.61	2642.94	4657.78	2359.44	2250.13	1550.06	2247.66	1497.91	1111.89	1581.5	1430.23	2919.59	1344.7	2197.29	1956.3	1616.28	1463.88	1923.0	2308.05	2948.35	8294.0	4244.0	3025.0	8520.0	1663.33	4600.75	3466.17	2224.16	3982.0	5396.690000000001	5207.57	3694.5	3069.08	1627.08	1872.34	2859.5	4624.01	4798.25	5150.09	3674.9	3887.48	818.3399999999998	2957.5
RXN-13602	905.34	1539.76	1062.0	688.0	1070.0	334.67	5989.67	5574.0	1498.16	1267.0	1648.29	3321.56	1724.5	1877.33	660.69	1563.8	3882.8	2882.0	1325.54	3725.5	1718.34	4362.16	5560.66	2549.890000000001	5396.51	12015.0	7080.66	14479.34	2428.13	2750.36	3928.84	3199.5	3793.31	3818.31	4846.43	3879.0	1536.13	1880.16	1347.73	2595.9	1464.8	1192.4	1531.24	817.0	1146.53	850.8599999999999	1165.5	1124.91	2035.31	1262.57	1301.84	1653.52	1412.28	3890.23	1461.4499999999996	4384.57	2586.61	3344.0	3776.68	2572.5	2857.21	2706.0	1493.83	1882.75	3537.54	1325.75	2366.0	1971.34	2822.56	1565.31	3835.5	4641.63	1738.0	1993.56	2523.0	3923.1	3451.56	3909.61	2642.94	4657.78	2359.44	2250.13	1550.06	2247.66	1497.91	1111.89	1581.5	1430.23	2919.59	1344.7	2197.29	1956.3	1616.28	1463.88	1923.0	2308.05	2948.35	8294.0	4244.0	3025.0	8520.0	1663.33	4600.75	3466.17	2224.16	3982.0	5396.690000000001	5207.57	3694.5	3069.08	1627.08	1872.34	2859.5	4624.01	4798.25	5150.09	3674.9	3887.48	818.3399999999998	2957.5
RXN-13603	905.34	1539.76	1062.0	688.0	1070.0	334.67	5989.67	5574.0	1498.16	1267.0	1648.29	3321.56	1724.5	1877.33	660.69	1563.8	3882.8	2882.0	1325.54	3725.5	1718.34	4362.16	5560.66	2549.890000000001	5396.51	12015.0	7080.66	14479.34	2428.13	2750.36	3928.84	3199.5	3793.31	3818.31	4846.43	3879.0	1536.13	1880.16	1347.73	2595.9	1464.8	1192.4	1531.24	817.0	1146.53	850.8599999999999	1165.5	1124.91	2035.31	1262.57	1301.84	1653.52	1412.28	3890.23	1461.4499999999996	4384.57	2586.61	3344.0	3776.68	2572.5	2857.21	2706.0	1493.83	1882.75	3537.54	1325.75	2366.0	1971.34	2822.56	1565.31	3835.5	4641.63	1738.0	1993.56	2523.0	3923.1	3451.56	3909.61	2642.94	4657.78	2359.44	2250.13	1550.06	2247.66	1497.91	1111.89	1581.5	1430.23	2919.59	1344.7	2197.29	1956.3	1616.28	1463.88	1923.0	2308.05	2948.35	8294.0	4244.0	3025.0	8520.0	1663.33	4600.75	3466.17	2224.16	3982.0	5396.690000000001	5207.57	3694.5	3069.08	1627.08	1872.34	2859.5	4624.01	4798.25	5150.09	3674.9	3887.48	818.3399999999998	2957.5
RXN-13613	137.0	115.8	194.0	20.8	141.0	0.0	1.4	26.0	320.27	602.1700000000002	80.0	90.67	20.2	136.32999999999998	25.8	33.4	519.0	168.0	56.0	211.0	16.0	92.0	80.0	49.0	29.0	30.0	17.0	109.0	298.2	377.0	127.0	42.0	33.0	58.0	0.0	88.0	18.6	84.4	126.0	285.0	466.0	285.4	346.0	112.0	1041.33	92.33	333.67	137.0	188.67	259.6	2.33	79.0	148.0	227.4	693.0	191.0	40.0	400.0	327.0	232.0	173.5	208.5	64.0	47.0	319.4	23.25	11.6	23.4	101.2	41.0	267.0	295.67	12.2	110.0	59.33	523.6	337.33	746.47	474.0	351.33	121.0	238.47	178.13	209.0	6.0	107.0	109.0	7.0	162.0	35.8	36.5	83.8	53.0	6.5	15.25	594.13	219.0	190.0	29.0	100.0	0.0	56.0	351.75	230.0	183.0	217.0	929.6	414.0	463.0	145.32999999999996	104.0	242.0	217.0	247.0	249.0	132.0	226.0	293.4	79.0	275.0
