#SampleID	BarcodeSequence	LinkerPrimerSequence	SP	family_or_tribe	type	Code	Main_Diet	Diet_Category	Location	Basin	Heb	lat_lon	Date	Time	T	Conductivity  	ConductivityA	Salinity	PercentO	pH	Sampling site	Stream	Status
AS169	AA	AA	Garra rufa	Cyprinidae	Swab	Garra rufa	aufwuchs	C	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	33.2308 N 35.6208 E	1-Oct-2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2	S	pristine
AS170	AA	AA	Garra rufa	Cyprinidae	Swab	Garra rufa	aufwuchs	C	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	33.2308 N 35.6208 E	1-Oct-2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2	S	pristine
AS171	AA	AA	Garra rufa	Cyprinidae	Swab	Garra rufa	aufwuchs	C	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	33.2308 N 35.6208 E	1-Oct-2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2	S	pristine
AS165	AA	AA	Acanthobrama lissneri	Cyprinidae	Swab	Acanthobrama lissneri	invertebrates	B	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	33.2308 N 35.6208 E	1-Oct-2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2	S	pristine
AS166	AA	AA	Acanthobrama lissneri	Cyprinidae	Swab	Acanthobrama lissneri	invertebrates	B	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	33.2308 N 35.6208 E	1-Oct-2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2	S	pristine
AS164	AA	AA	Carasobarbus canis	Cyprinidae	Swab	Carasobarbus canis	invertebrates	B	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	33.2308 N 35.6208 E	1-Oct-2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2	S	pristine
AS177	AA	AA	Oxynoemacheilus insignis	Nemacheilidae	Swab	Oxynoemacheilus insignis	invertebrates	B	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	33.2308 N 35.6208 E	1-Oct-2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2	S	pristine
AS178	AA	AA	Oxynoemacheilus insignis	Nemacheilidae	Swab	Oxynoemacheilus insignis	invertebrates	B	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	33.2308 N 35.6208 E	1-Oct-2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2	S	pristine
AS179	AA	AA	Oxynoemacheilus insignis	Nemacheilidae	Swab	Oxynoemacheilus insignis	invertebrates	B	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	33.2308 N 35.6208 E	1-Oct-2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2	S	pristine
AS180	AA	AA	Oxynoemacheilus insignis	Nemacheilidae	Swab	Oxynoemacheilus insignis	invertebrates	B	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	33.2308 N 35.6208 E	1-Oct-2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2	S	pristine
AS181	AA	AA	Oxynoemacheilus insignis	Nemacheilidae	Swab	Oxynoemacheilus insignis	invertebrates	B	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	33.2308 N 35.6208 E	1-Oct-2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2	S	pristine
AS182	AA	AA	Oxynoemacheilus insignis	Nemacheilidae	Swab	Oxynoemacheilus insignis	invertebrates	B	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	33.2308 N 35.6208 E	1-Oct-2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2	S	pristine
AS183	AA	AA	Oxynoemacheilus insignis	Nemacheilidae	Swab	Oxynoemacheilus insignis	invertebrates	B	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	33.2308 N 35.6208 E	1-Oct-2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2	S	pristine
AS147BC23	AA	AA	Water	Water	Water	W	Water	Water	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	33.2308 N 35.6208 E	1-Oct-2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2	S	pristine
AS149	AA	AA	Capoeta damascina	Cyprinidae	Swab	Capoeta	aufwuchs	C	SnirHydrometricMaayanBaruch	N	שניר_הידרומטרית_מעיין_ברוך	33.2411 N 35.6249 E	1-Oct-2017	15:21	23.0	322	310	0.15	9.5	6.75	S.1	S	pristine
AS150	AA	AA	Capoeta damascina	Cyprinidae	Swab	Capoeta	aufwuchs	C	SnirHydrometricMaayanBaruch	N	שניר_הידרומטרית_מעיין_ברוך	33.2411 N 35.6249 E	1-Oct-2017	15:21	23.0	322	310	0.15	9.5	6.75	S.1	S	pristine
AS151	AA	AA	Capoeta damascina	Cyprinidae	Swab	Capoeta	aufwuchs	C	SnirHydrometricMaayanBaruch	N	שניר_הידרומטרית_מעיין_ברוך	33.2411 N 35.6249 E	1-Oct-2017	15:21	23.0	322	310	0.15	9.5	6.75	S.1	S	pristine
AS152	AA	AA	Capoeta damascina	Cyprinidae	Swab	Capoeta	aufwuchs	C	SnirHydrometricMaayanBaruch	N	שניר_הידרומטרית_מעיין_ברוך	33.2411 N 35.6249 E	1-Oct-2017	15:21	23.0	322	310	0.15	9.5	6.75	S.1	S	pristine
AS153	AA	AA	Capoeta damascina	Cyprinidae	Swab	Capoeta	aufwuchs	C	SnirHydrometricMaayanBaruch	N	שניר_הידרומטרית_מעיין_ברוך	33.2411 N 35.6249 E	1-Oct-2017	15:21	23.0	322	310	0.15	9.5	6.75	S.1	S	pristine
AS154	AA	AA	Garra rufa	Cyprinidae	Swab	Garra rufa	aufwuchs	C	SnirHydrometricMaayanBaruch	N	שניר_הידרומטרית_מעיין_ברוך	33.2411 N 35.6249 E	1-Oct-2017	15:21	23.0	322	310	0.15	9.5	6.75	S.1	S	pristine
AS155	AA	AA	Garra rufa	Cyprinidae	Swab	Garra rufa	aufwuchs	C	SnirHydrometricMaayanBaruch	N	שניר_הידרומטרית_מעיין_ברוך	33.2411 N 35.6249 E	1-Oct-2017	15:21	23.0	322	310	0.15	9.5	6.75	S.1	S	pristine
AS156	AA	AA	Garra rufa	Cyprinidae	Swab	Garra rufa	aufwuchs	C	SnirHydrometricMaayanBaruch	N	שניר_הידרומטרית_מעיין_ברוך	33.2411 N 35.6249 E	1-Oct-2017	15:21	23.0	322	310	0.15	9.5	6.75	S.1	S	pristine
AS157	AA	AA	Garra rufa	Cyprinidae	Swab	Garra rufa	aufwuchs	C	SnirHydrometricMaayanBaruch	N	שניר_הידרומטרית_מעיין_ברוך	33.2411 N 35.6249 E	1-Oct-2017	15:21	23.0	322	310	0.15	9.5	6.75	S.1	S	pristine
AS159	AA	AA	Carasobarbus canis	Cyprinidae	Swab	Carasobarbus canis	invertebrates	B	SnirHydrometricMaayanBaruch	N	שניר_הידרומטרית_מעיין_ברוך	33.2411 N 35.6249 E	1-Oct-2017	15:21	23.0	322	310	0.15	9.5	6.75	S.1	S	pristine
AS160	AA	AA	Carasobarbus canis	Cyprinidae	Swab	Carasobarbus canis	invertebrates	B	SnirHydrometricMaayanBaruch	N	שניר_הידרומטרית_מעיין_ברוך	33.2411 N 35.6249 E	1-Oct-2017	15:21	23.0	322	310	0.15	9.5	6.75	S.1	S	pristine
AS161	AA	AA	Carasobarbus canis	Cyprinidae	Swab	Carasobarbus canis	invertebrates	B	SnirHydrometricMaayanBaruch	N	שניר_הידרומטרית_מעיין_ברוך	33.2411 N 35.6249 E	1-Oct-2017	15:21	23.0	322	310	0.15	9.5	6.75	S.1	S	pristine
AS162	AA	AA	Carasobarbus canis	Cyprinidae	Swab	Carasobarbus canis	invertebrates	B	SnirHydrometricMaayanBaruch	N	שניר_הידרומטרית_מעיין_ברוך	33.2411 N 35.6249 E	1-Oct-2017	15:21	23.0	322	310	0.15	9.5	6.75	S.1	S	pristine
AS163	AA	AA	Carasobarbus canis	Cyprinidae	Swab	Carasobarbus canis	invertebrates	B	SnirHydrometricMaayanBaruch	N	שניר_הידרומטרית_מעיין_ברוך	33.2411 N 35.6249 E	1-Oct-2017	15:21	23.0	322	310	0.15	9.5	6.75	S.1	S	pristine
AS158	AA	AA	Barbus longiceps	Cyprinidae	Swab	Barbus longiceps	invertebrates	B	SnirHydrometricMaayanBaruch	N	שניר_הידרומטרית_מעיין_ברוך	33.2411 N 35.6249 E	1-Oct-2017	15:21	23.0	322	310	0.15	9.5	6.75	S.1	S	pristine
AS146BC22	AA	AA	Water	Water	Water	W	Water	Water	SnirHydrometricMaayanBaruch	N	שניר_הידרומטרית_מעיין_ברוך	33.2411 N 35.6249 E	1-Oct-2017	15:21	23.0	322	310	0.15	9.5	6.75	S.1	S	pristine
AS192	AA	AA	Capoeta damascina	Cyprinidae	Swab	Capoeta	aufwuchs	C	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	33.2298 N 35.6178 E	1-Oct-2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3	S	interrupted
AS193	AA	AA	Capoeta damascina	Cyprinidae	Swab	Capoeta	aufwuchs	C	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	33.2298 N 35.6178 E	1-Oct-2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3	S	interrupted
AS194	AA	AA	Capoeta damascina	Cyprinidae	Swab	Capoeta	aufwuchs	C	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	33.2298 N 35.6178 E	1-Oct-2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3	S	interrupted
AS195	AA	AA	Capoeta damascina	Cyprinidae	Swab	Capoeta	aufwuchs	C	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	33.2298 N 35.6178 E	1-Oct-2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3	S	interrupted
AS196	AA	AA	Capoeta damascina	Cyprinidae	Swab	Capoeta	aufwuchs	C	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	33.2298 N 35.6178 E	1-Oct-2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3	S	interrupted
AS184	AA	AA	Acanthobrama lissneri	Cyprinidae	Swab	Acanthobrama lissneri	invertebrates	B	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	33.2298 N 35.6178 E	1-Oct-2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3	S	interrupted
AS185	AA	AA	Acanthobrama lissneri	Cyprinidae	Swab	Acanthobrama lissneri	invertebrates	B	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	33.2298 N 35.6178 E	1-Oct-2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3	S	interrupted
AS186	AA	AA	Carasobarbus canis	Cyprinidae	Swab	Carasobarbus canis	invertebrates	B	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	33.2298 N 35.6178 E	1-Oct-2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3	S	interrupted
AS187	AA	AA	Carasobarbus canis	Cyprinidae	Swab	Carasobarbus canis	invertebrates	B	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	33.2298 N 35.6178 E	1-Oct-2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3	S	interrupted
AS188	AA	AA	Carasobarbus canis	Cyprinidae	Swab	Carasobarbus canis	invertebrates	B	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	33.2298 N 35.6178 E	1-Oct-2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3	S	interrupted
AS189	AA	AA	Barbus longiceps	Cyprinidae	Swab	Barbus longiceps	invertebrates	B	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	33.2298 N 35.6178 E	1-Oct-2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3	S	interrupted
AS190	AA	AA	Barbus longiceps	Cyprinidae	Swab	Barbus longiceps	invertebrates	B	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	33.2298 N 35.6178 E	1-Oct-2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3	S	interrupted
AS191	AA	AA	Barbus longiceps	Cyprinidae	Swab	Barbus longiceps	invertebrates	B	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	33.2298 N 35.6178 E	1-Oct-2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3	S	interrupted
AS148BC24	AA	AA	Water	Water	Water	W	Water	Water	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	33.2298 N 35.6178 E	1-Oct-2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3	S	interrupted
AS122	AA	AA	Capoeta damascina	Cyprinidae	Swab	Capoeta	aufwuchs	C	StreemNextToKtzinim	N	אפיק_ליד_קצינים	33.2456 N 35.6892 E	31-Aug-2017	12:15	16.5	427	358	0.21			H.0.4	H	pristine
AS123	AA	AA	Capoeta damascina	Cyprinidae	Swab	Capoeta	aufwuchs	C	StreemNextToKtzinim	N	אפיק_ליד_קצינים	33.2456 N 35.6892 E	31-Aug-2017	12:15	16.5	427	358	0.21			H.0.4	H	pristine
AS124	AA	AA	Capoeta damascina	Cyprinidae	Swab	Capoeta	aufwuchs	C	StreemNextToKtzinim	N	אפיק_ליד_קצינים	33.2456 N 35.6892 E	31-Aug-2017	12:15	16.5	427	358	0.21			H.0.4	H	pristine
AS125	AA	AA	Capoeta damascina	Cyprinidae	Swab	Capoeta	aufwuchs	C	StreemNextToKtzinim	N	אפיק_ליד_קצינים	33.2456 N 35.6892 E	31-Aug-2017	12:15	16.5	427	358	0.21			H.0.4	H	pristine
AS119	AA	AA	Oxynoemacheilus insignis	Nemacheilidae	Swab	Oxynoemacheilus insignis	invertebrates	B	StreemNextToKtzinim	N	אפיק_ליד_קצינים	33.2456 N 35.6892 E	31-Aug-2017	12:15	16.5	427	358	0.21			H.0.4	H	pristine
AS120	AA	AA	Oxynoemacheilus insignis	Nemacheilidae	Swab	Oxynoemacheilus insignis	invertebrates	B	StreemNextToKtzinim	N	אפיק_ליד_קצינים	33.2456 N 35.6892 E	31-Aug-2017	12:15	16.5	427	358	0.21			H.0.4	H	pristine
AS121	AA	AA	Oxynoemacheilus insignis	Nemacheilidae	Swab	Oxynoemacheilus insignis	invertebrates	B	StreemNextToKtzinim	N	אפיק_ליד_קצינים	33.2456 N 35.6892 E	31-Aug-2017	12:15	16.5	427	358	0.21			H.0.4	H	pristine
AS118BC19	AA	AA	Water	Water	Water	W	Water	Water	StreemNextToKtzinim	N	אפיק_ליד_קצינים	33.2456 N 35.6892 E	31-Aug-2017	12:15	16.5	427	358	0.21			H.0.4	H	pristine
AS58	AA	AA	Gambusia affinis	Poeciliidae	Swab	Gambusia	invertebrates	B	TelSaharonDown	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.1	T	pristine
AS59	AA	AA	Gambusia affinis	Poeciliidae	Swab	Gambusia	invertebrates	B	TelSaharonDown	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.1	T	pristine
AS60	AA	AA	Gambusia affinis	Poeciliidae	Swab	Gambusia	invertebrates	B	TelSaharonDown	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.1	T	pristine
AS61	AA	AA	Gambusia affinis	Poeciliidae	Swab	Gambusia	invertebrates	B	TelSaharonDown	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.1	T	pristine
AS62	AA	AA	Gambusia affinis	Poeciliidae	Swab	Gambusia	invertebrates	B	TelSaharonDown	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.1	T	pristine
AS94BC14	AA	AA	Water	Water	Water	W	Water	Water	TelSaharonDown	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.1	T	pristine
AS70	AA	AA	OH	Tilapiinae	Swab	tilapine hybrid	phytoplankton	C	TelSaharonSpring	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2	T	pristine
AS71	AA	AA	OH	Tilapiinae	Swab	tilapine hybrid	phytoplankton	C	TelSaharonSpring	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2	T	pristine
AS72	AA	AA	OH	Tilapiinae	Swab	tilapine hybrid	phytoplankton	C	TelSaharonSpring	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2	T	pristine
AS73	AA	AA	OH	Tilapiinae	Swab	tilapine hybrid	phytoplankton	C	TelSaharonSpring	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2	T	pristine
AS68	AA	AA	Tilapia zillii	Tilapiinae	Swab	Tilapia	plants	C	TelSaharonSpring	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2	T	pristine
AS69	AA	AA	Tilapia zillii	Tilapiinae	Swab	Tilapia	plants	C	TelSaharonSpring	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2	T	pristine
AS67	AA	AA	Tilapia zillii	Tilapiinae	Swab	Tilapia	plants	C	TelSaharonSpring	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2	T	pristine
AS141	AA	AA	Oxynoemacheilus insignis	Nemacheilidae	Swab	Oxynoemacheilus insignis	invertebrates	B	TelSaharonSpring	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2	T	pristine
AS142	AA	AA	Oxynoemacheilus insignis	Nemacheilidae	Swab	Oxynoemacheilus insignis	invertebrates	B	TelSaharonSpring	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2	T	pristine
AS143	AA	AA	Oxynoemacheilus insignis	Nemacheilidae	Swab	Oxynoemacheilus insignis	invertebrates	B	TelSaharonSpring	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2	T	pristine
AS144	AA	AA	Oxynoemacheilus insignis	Nemacheilidae	Swab	Oxynoemacheilus insignis	invertebrates	B	TelSaharonSpring	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2	T	pristine
AS145	AA	AA	Oxynoemacheilus insignis	Nemacheilidae	Swab	Oxynoemacheilus insignis	invertebrates	B	TelSaharonSpring	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2	T	pristine
AS63	AA	AA	Sarotherodon  galilaeus	Tilapiinae	Swab	Sarotherodon	filter_feeder	B	TelSaharonSpring	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2	T	pristine
AS64	AA	AA	Sarotherodon  galilaeus	Tilapiinae	Swab	Sarotherodon	filter_feeder	B	TelSaharonSpring	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2	T	pristine
AS65	AA	AA	Sarotherodon  galilaeus	Tilapiinae	Swab	Sarotherodon	filter_feeder	B	TelSaharonSpring	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2	T	pristine
AS66	AA	AA	Sarotherodon  galilaeus	Tilapiinae	Swab	Sarotherodon	filter_feeder	B	TelSaharonSpring	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2	T	pristine
AS95BC15	AA	AA	Water	Water	Water	W	Water	Water	TelSaharonSpring	S	תל_סהרון	32.4501 N 35.5491 E	14-Aug-2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2	T	pristine
