		RelAbund	RelAbund	RelAbund
		max	mean	min
Curvibacter	water	0.07271718012767138	0.007271718012767138	0.0
Cutibacterium	swab	0.04138292299633316	0.0027065188289650322	0.0
Cutibacterium	water	0.0035101404056162248	0.0003510140405616225	0.0
Cyanobium_PCC-6307	swab	0.023732470334412083	0.0013179834067135509	0.0
Cyanobium_PCC-6307	water	0.045517624202053845	0.0101777576882739	0.0
DSSF69	skin	0.21052631578947367	0.003609797402821189	0.0
DSSF69	swab	0.15970628728774666	0.002138574746538633	0.0
Dechloromonas	skin	0.1412556053811659	0.007044916640478941	0.0
Dechloromonas	swab	0.06375838926174497	0.0053224032347855945	0.0
Dechloromonas	water	0.009912536443148687	0.0023209625123912386	0.0
Delftia	skin	0.1145418326693227	0.013173916482473211	0.0
Delftia	swab	0.09527754763877382	0.00844805067587106	0.0
Desulfobulbus	swab	0.022948758252121976	0.0003332996141750975	0.0
Desulfomicrobium	swab	0.007602956705385427	0.00021763538346272412	0.0
Desulfomicrobium	water	0.0006048387096774194	6.0483870967741935e-05	0.0
Devosia	swab	0.018989378822014805	0.0007591896345527509	0.0
Devosia	water	0.0008678672163159037	8.678672163159037e-05	0.0
Dielma	swab	0.010149664544985377	0.00021889217490431072	0.0
Dielma	water	0.004664723032069971	0.00046647230320699706	0.0
Dietzia	skin	0.08482142857142858	0.003130545644402748	0.0
Dietzia	swab	0.04683648315529992	0.0014556225650494948	0.0
Dinghuibacter	swab	0.014778325123152709	0.0006128219252000159	0.0
Dinghuibacter	water	0.002497918401332223	0.0006276273351432257	0.0
Domibacillus	swab	0.02569593147751606	0.0013591399828726974	0.0
Ellin6055	swab	0.04435178165276725	0.002433353386106611	0.0
Ellin6055	water	0.0070202808112324495	0.0009935732706276182	0.0
Ellin6067	swab	0.010521885521885523	0.00033018485453805574	0.0
Ellin6067	water	0.01924198250728863	0.0022909395553961432	0.0
Enhydrobacter	swab	0.023209105110466415	0.0005856314245764216	0.0
Ercella	swab	0.038667085822068535	0.0007430818529100432	0.0
Erythrobacter	swab	0.038752362948960305	0.0006209037981940871	0.0
Erythrobacter	water	0.0013018008244738556	0.00013018008244738557	0.0
Exiguobacterium	skin	0.20967741935483872	0.017341504593273927	0.0
Exiguobacterium	swab	0.1951048951048951	0.012057801430583508	0.0
Exiguobacterium	water	0.0012177301509985387	0.00012177301509985388	0.0
Ferrovibrio	swab	0.02652370203160271	0.0003724916281800413	0.0
Fibrobacter	skin	0.09884467265725289	0.002778938633274167	0.0
Fibrobacter	swab	0.07291666666666667	0.001568571933364183	0.0
Flaviaesturariibacter	swab	0.009152215799614644	0.000289209911021825	0.0
Flavihumibacter	swab	0.020833333333333332	0.0005418605554067544	0.0
Flavobacterium	skin	0.2335958005249344	0.003100112079294703	0.0
Flavobacterium	swab	0.16489795918367348	0.00882941997951544	0.0
Flavobacterium	water	0.505541346973572	0.0968703014968881	0.010269220094365806
Flectobacillus	swab	0.03216514642342775	0.00045906791350113873	0.0
Fluviicola	swab	0.014780405405405405	0.00030357823261196695	0.0
Fluviicola	water	0.058364070297244525	0.019466359210501823	0.0
GWD2-49-16	swab	0.013688212927756654	0.0005244774527460738	0.0
Gaiella	swab	0.03844155844155844	0.0026728691177437002	0.0
Gaiella	water	0.004624974864267042	0.0007784865321397861	0.0
Gemmata	swab	0.017375116351225565	0.0002738902573821656	0.0
Gemmatimonas	swab	0.034988713318284424	0.0021375649369400006	0.0
Gemmatirosa	swab	0.02102017937219731	0.00028704925781317835	0.0
Gemmobacter	swab	0.04371165644171779	0.0024339697844897256	0.0
Gemmobacter	water	0.015913611821540212	0.005010395176255974	0.0
Geodermatophilus	swab	0.1077338736913205	0.005268685144552154	0.0
Georgenia	skin	0.12175324675324675	0.005350808066256737	0.0
Georgenia	swab	0.057295645530939646	0.0028379849745968993	0.0
Gramella	swab	0.031906614785992216	0.0012286826634521626	0.0
Hahella	swab	0.031063696266080954	0.000701864469752948	0.0
Haliangium	skin	0.19718309859154928	0.002684859154929577	0.0
Haliangium	swab	0.13013168086754454	0.0015488131990107313	0.0
Haloferula	skin	1.0	0.023003127723829227	0.0
Haloferula	swab	0.044561774023231256	0.002214326727814775	0.0
Haloferula	water	0.00219191427179737	0.000219191427179737	0.0
Halomonas	swab	0.035600907029478455	0.00033394601824744696	0.0
Halotia_CENA158	skin	0.7413572343149808	0.013861804191628737	0.0
Halotia_CENA158	swab	0.5441729323308271	0.008670175302132727	0.0
Herbaspirillum	swab	0.019618528610354225	0.0018978242395442432	0.0
Herbaspirillum	water	0.004290171606864275	0.00042901716068642745	0.0
Herpetosiphon	swab	0.0433825840930525	0.0010408777790339658	0.0
Herpetosiphon	water	0.0010080645161290322	0.00010080645161290323	0.0
Hydrogenophaga	swab	0.044782608695652176	0.002501471211910011	0.0
Hydrogenophaga	water	0.045240077713016934	0.010877484873780086	0.001411290322580645
Hyphomicrobium	swab	0.01933404940923738	0.0010730181722243392	0.0
Hyphomicrobium	water	0.013411078717201166	0.0036488388972068055	0.0
IMCC26134	swab	0.01556420233463035	0.0003735493340893171	0.0
Idiomarina	swab	0.03009259259259259	0.0004029663766579915	0.0
Ignavibacterium	swab	0.01850613154960981	0.0007528520579321694	0.0
Ignavibacterium	water	0.0006032575909913533	6.032575909913533e-05	0.0
Ilumatobacter	swab	0.018338727076591153	0.0015249345526123807	0.0
Ilumatobacter	water	0.01924198250728863	0.004304201868882273	0.0
JGI_0001001-H03	swab	0.009351432880844645	0.00018200539890022793	0.0
JGI_0001001-H03	water	0.002730109204368175	0.0002730109204368175	0.0
Janibacter	skin	0.14570361145703611	0.006257957784216044	0.0
Janibacter	swab	0.05585106382978723	0.0025752904605017162	0.0
Kallotenue	skin	0.1362862010221465	0.0032002949394952834	0.0
Kallotenue	swab	0.045146726862302484	0.000842472526959056	0.0
Kangiella	skin	0.1187363834422658	0.0026048564046474948	0.0
Kangiella	swab	0.05940054495912807	0.001387816303735281	0.0
Ketogulonicigenium	swab	0.1523809523809524	0.0044205366754611775	0.0
Ketogulonicigenium	water	0.11712660627764904	0.03126503247176575	0.0
Kineosporia	swab	0.02193645990922844	0.0009181754805004708	0.0
Knoellia	swab	0.02040816326530612	0.0004299340630552712	0.0
Kocuria	skin	0.16299559471365638	0.007120144252397842	0.0
Kocuria	swab	0.4940159574468085	0.022343520407658763	0.0
Kocuria	water	0.0024130303639654134	0.0004519624002052626	0.0
LD29	swab	0.012203876525484566	0.00016233793341668786	0.0
LD29	water	0.04940327504857064	0.004940327504857064	0.0
Lacunisphaera	swab	0.01786339754816112	0.0005977432312416246	0.0
Lechevalieria	swab	0.024363233665559248	0.000509097031332165	0.0
Leptothrix	swab	0.02542709574890743	0.00041796138189482095	0.0
Leptothrix	water	0.01574344023323615	0.001574344023323615	0.0
Limnohabitans	swab	0.0163265306122449	0.00040363945985586765	0.0
Limnohabitans	water	0.17929482370592648	0.023237418333601705	0.0
Luteolibacter	swab	0.12817758682420335	0.005472307442125384	0.0
Luteolibacter	water	0.02109353316680544	0.0028646837116147756	0.0
Lysobacter	swab	0.021324717285945073	0.00039450178383349953	0.0
MND1	swab	0.02050473186119874	0.00029440306590464545	0.0
Macrococcus	swab	0.030346820809248554	0.0006045920036905313	0.0
Malikia	swab	0.017913832199546485	0.0007494246417262352	0.0
Malikia	water	0.04484214759702393	0.013348865270034177	0.0
Marinimicrobium	skin	0.11931818181818182	0.0018224333142192984	0.0
Marinimicrobium	swab	0.05132382892057027	0.001134337148995565	0.0
Marinobacter	skin	0.3727598566308244	0.012395392624996105	0.0
Marinobacter	swab	0.20533070088845015	0.004575787446738864	0.0
Marivivens	swab	0.012315270935960592	0.00024232281268289526	0.0
Marivivens	water	0.003653190452995616	0.0008080241690971006	0.0
Marmoricola	swab	0.0244874715261959	0.0028375125528391568	0.0
Marmoricola	water	0.001170046801872075	0.0001170046801872075	0.0
Massilia	skin	0.18561710398445092	0.004313747081631655	0.0
Massilia	swab	0.19325481798715202	0.007601984091270863	0.0
Meiothermus	swab	0.014432538814782419	0.0006417083962592209	0.0
Methyloceanibacter	swab	0.019933554817275746	0.000353280900979301	0.0
Methylocystis	swab	0.015753669889008236	0.0005654221512608474	0.0
Methylocystis	water	0.004995836802664446	0.001143008361290248	0.0
Methylophaga	skin	0.2013274336283186	0.0030388910260090384	0.0
Methylophaga	swab	0.04482758620689655	0.0006970925471158396	0.0
Methylosinus	swab	0.01241449201925513	0.0003701342249282256	0.0
Methylosinus	water	0.0016852749104697704	0.0003146551091668017	0.0
Microbacterium	swab	0.026158788435061954	0.001036891449813664	0.0
Micrococcus	skin	0.19122257053291536	0.009325056774530638	0.0
Micrococcus	swab	0.10581092801387684	0.005536615204730183	0.0
Microcystis_PCC-7914	swab	0.03249475890985325	0.001444669998662414	0.0
Microcystis_PCC-7914	water	0.0022119445003016287	0.0003265241319345235	0.0
Microlunatus	swab	0.020189113212369027	0.0006216007246526507	0.0
Micromonospora	swab	0.025	0.00039718258321140576	0.0
Microvirga	swab	0.06129807692307692	0.004613351569360862	0.0
Modestobacter	skin	0.09288824383164006	0.001039102744428297	0.0
Modestobacter	swab	0.04938271604938271	0.0013981230509997398	0.0
Mycobacterium	swab	0.00608695652173913	0.0001094517995775144	0.0
Mycobacterium	water	0.018008244738555	0.0041776047275664755	0.0
NA	skin	1.0	0.006933026164480447	0.0
NA	swab	0.6434340412802871	0.0025565515941722234	0.0
NA	water	0.23673946957878314	0.003570050560899991	0.0
NS3a_marine_group	swab	0.014848950332821301	0.0004025046486841502	0.0
NS3a_marine_group	water	0.023991935483870967	0.009437735886474232	0.0
Neomicrococcus	swab	0.018849206349206348	0.0002532349253660729	0.0
Nitrobacter	swab	0.047792207792207796	0.0011345624968049	0.0
Nitrobacter	water	0.0093603744149766	0.00093603744149766	0.0
Nitrosospira	swab	0.021247429746401644	0.0005064086733435944	0.0
Nitrospira	swab	0.021040974529346623	0.0005135756676409697	0.0
Nitrospira	water	0.012244897959183673	0.0017320236569449484	0.0
Nocardioides	swab	0.03003284842796809	0.003344000467289273	0.0
Nocardioides	water	0.008190327613104524	0.0008190327613104524	0.0
Novosphingobium	swab	0.047978067169294036	0.005476414567800932	0.0
Novosphingobium	water	0.03315132605304212	0.011607808379233652	0.0022203719122953097
OLB12	swab	0.016104294478527608	0.0004429262401658146	0.0
OLB12	water	0.00641399416909621	0.000641399416909621	0.0
Oceanicella	swab	0.009413241292751805	0.00022971177288763585	0.0
Oceanicella	water	0.0031201248049922	0.00031201248049921997	0.0
Ornithinibacter	skin	0.15947467166979362	0.003500436187508692	0.0
Ornithinibacter	swab	0.07156673114119923	0.0021632397018626565	0.0
Ornithinimicrobium	skin	0.10197368421052631	0.004194400595532856	0.0
Ornithinimicrobium	swab	0.05762081784386617	0.0038859683952940432	0.0
Oscillatoria_SAG_1459-8	skin	0.20658263305322128	0.0033899330123829483	0.0
Oscillatoria_SAG_1459-8	swab	0.15868746637977407	0.0017943443871689306	0.0
Paenarthrobacter	swab	0.0165892501658925	0.0006865633034824133	0.0
Paeniclostridium	swab	0.015852047556142668	0.0004527981444668412	0.0
Paeniglutamicibacter	swab	0.013170731707317073	0.00036050301390251426	0.0
Paludibaculum	swab	0.0160926939169617	0.00040237028303676225	0.0
Pantoea	swab	0.032248432367871005	0.00142339400834681	0.0
Paraclostridium	skin	0.21560920830993824	0.00514284622667164	0.0
Paraclostridium	swab	0.1833810888252149	0.0035928826526351663	0.0
Paracoccus	skin	0.16956521739130434	0.026510496011412605	0.0
Paracoccus	swab	0.07183908045977011	0.01454797469749602	0.0
Pedobacter	swab	0.01304631441617743	0.0003213093424757953	0.0
Phenylobacterium	skin	0.21076233183856502	0.003627786346267247	0.0
Phenylobacterium	swab	0.04883116883116883	0.0009563583775976941	0.0
Phyllobacterium	swab	0.02264600715137068	0.001670078194120721	0.0
Phyllobacterium	water	0.0012177301509985387	0.00032635129058388986	0.0
Pir4_lineage	swab	0.02264600715137068	0.0006244060964261686	0.0
Pir4_lineage	water	0.005399261153736857	0.0005399261153736857	0.0
Pirellula	swab	0.009687362395420519	0.00031617878858533377	0.0
Pirellula	water	0.004140282513395032	0.0006910391444259682	0.0
Planctomicrobium	swab	0.037037037037037035	0.0020172063905650097	0.0
Planctomicrobium	water	0.00967741935483871	0.0035120868348385475	0.0
Planococcus	skin	0.09977578475336323	0.010435178828562208	0.0
Planococcus	swab	0.07744458930899609	0.006371484320596582	0.0
Planomicrobium	swab	0.07262277951933124	0.005294174900778328	0.0
Plesiomonas	swab	0.12332804352754477	0.0028045504698440455	0.0
Plesiomonas	water	0.00625177607274794	0.000625177607274794	0.0
Pleurocapsa_PCC-7319	skin	0.752895752895753	0.024390723988829594	0.0
Pleurocapsa_PCC-7319	swab	0.05176767676767677	0.002975866407889478	0.0
Pleurocapsa_PCC-7319	water	0.005070202808112325	0.000933277740316774	0.0
Pleurocapsa_PCC-7327	swab	0.12089447938504543	0.00418365632402327	0.0
Pleurocapsa_PCC-7327	water	0.0034184596822843354	0.0008887140616165888	0.0
Polaromonas	swab	0.006756756756756757	5.5383252104563586e-05	0.0
Polaromonas	water	0.20403225806451614	0.020403225806451614	0.0
Pontibacter	swab	0.03066914498141264	0.0020232618332939804	0.0
Porphyrobacter	skin	0.06850192061459667	0.001113872921803079	0.0
Porphyrobacter	swab	0.050281954887218046	0.001861350064662066	0.0
Porphyrobacter	water	0.002497918401332223	0.00042027406127301774	0.0
Prevotellaceae_UCG-004	swab	0.027462121212121212	0.0007417950924934373	0.0
Propioniciclava	skin	0.6189624329159212	0.019451321312172063	0.0
Propioniciclava	swab	0.34235976789168276	0.007239582536266627	0.0
Propionicimonas	swab	0.037751677852348994	0.0010482656412040868	0.0
Pseudarcicella	swab	0.11882086167800454	0.0051235158506778376	0.0
Pseudarcicella	water	0.2860754160522435	0.10354607684689317	0.0
Pseudarthrobacter	skin	0.17504332755632582	0.01883034380101257	0.0
Pseudarthrobacter	swab	0.10459095616154643	0.008823425806374857	0.0
Pseudomonas	swab	0.05320945945945946	0.006639100697477169	0.0
Pseudomonas	water	0.010532968190436065	0.0043994586043324966	0.0
Pseudonocardia	swab	0.03137789904502047	0.002643648427219697	0.0
Pseudonocardia	water	0.004290171606864275	0.00042901716068642745	0.0
Pseudorhodobacter	swab	0.04715498270983967	0.0009109502639818375	0.0
Pseudorhodobacter	water	0.017618641659562374	0.0017618641659562374	0.0
Qipengyuania	swab	0.04351610095735422	0.0015530286075395201	0.0
Ralstonia	skin	0.19852941176470587	0.007373331333527843	0.0
Ralstonia	swab	0.04253308128544423	0.0019177663681342065	0.0
Ralstonia	water	0.0015600624024961	0.00015600624024960998	0.0
Ramlibacter	swab	0.022701793721973094	0.00034244861868177137	0.0
Ramlibacter	water	0.022481265611990008	0.002248126561199001	0.0
Reyranella	swab	0.0025167785234899327	3.180922028633969e-05	0.0
Reyranella	water	0.02925117004680187	0.005523660222156635	0.0
Rheinheimera	swab	0.04694996572995202	0.0029545810563857177	0.0
Rheinheimera	water	0.12787023383189383	0.032471831927051595	0.0
Rhodobacter	swab	0.09547738693467336	0.0064901211570714415	0.0
Rhodobacter	water	0.028439014114177374	0.012326772556408327	0.0
Rhodococcus	skin	0.30973986690865096	0.012921678746919168	0.0
Rhodococcus	swab	0.23497016980266178	0.008504331170318489	0.0
Rhodoferax	swab	0.012410797393732548	0.0009439278891461466	0.0
Rhodoferax	water	0.2861965491372843	0.03474956424838031	0.0
Rhodopirellula	swab	0.035357417371252885	0.0013108653811328597	0.0
Rhodopirellula	water	0.0033705498209395408	0.0005381408457577385	0.0
Robiginitalea	swab	0.03478643769264641	0.001977545072155611	0.0
Robiginitalea	water	0.0023172530018959344	0.00033226823202148567	0.0
Romboutsia	swab	0.08586296617519515	0.0037985946561519836	0.0
Romboutsia	water	0.0015600624024961	0.00015600624024960998	0.0
Roseivivax	swab	0.010657596371882086	0.000594649315527088	0.0
Roseivivax	water	0.0002106593638087213	2.106593638087213e-05	0.0
Roseomonas	swab	0.006956521739130435	0.0001303748673895426	0.0
Roseomonas	water	0.009329446064139942	0.0020905694716654316	0.0
Rubellimicrobium	skin	0.1361111111111111	0.005869796579244736	0.0
Rubellimicrobium	swab	0.08641975308641975	0.005399011698707802	0.0
Rubrobacter	swab	0.023192360163710776	0.001783931153977042	0.0
SH-PL14	swab	0.03012987012987013	0.0006805272617529114	0.0
SH-PL14	water	0.00816326530612245	0.0008163265306122449	0.0
Salegentibacter	swab	0.016675632060247445	0.0003732755655622411	0.0
Salinimicrobium	swab	0.017825311942959002	0.00032274271948888573	0.0
Salmonella	swab	0.010434782608695653	0.00036632984828371474	0.0
Salmonella	water	0.0007306380905991232	7.306380905991232e-05	0.0
Sandaracinobacter	swab	0.014097744360902255	0.00031005077679566813	0.0
Sarcina	swab	0.022704837117472853	0.0005527961797592997	0.0
Sediminibacterium	swab	0.010557432432432432	0.00013313916414864422	0.0
Sediminibacterium	water	0.2040510127531883	0.026305034747672575	0.0
Shewanella	swab	0.025687656285519438	0.0009725222886663139	0.0
Shewanella	water	0.030320699708454812	0.0031070887255341536	0.0
Shinella	swab	0.02533783783783784	0.0005632825678003561	0.0
Skermanella	skin	0.48256146369353914	0.04510139843559322	0.0
Skermanella	swab	0.25365579302587177	0.01989762746211799	0.0
Solibacillus	swab	0.021200260926288322	0.0003304216107857214	0.0
Sorangium	swab	0.021422797089733225	0.0003076515328388255	0.0
Sphaerotilus	swab	0.03888622179548728	0.000808695435290742	0.0
Sphaerotilus	water	0.02216538789428815	0.002520029991780315	0.0
Sphingobium	swab	0.009368635437881873	0.0002656043594068953	0.0
Sphingomonas	swab	0.03810408921933085	0.004589972816057225	0.0
Sphingomonas	water	0.008746355685131196	0.0017209814269429507	0.0
Sphingopyxis	swab	0.039160839160839164	0.004325337880240579	0.0
Sphingopyxis	water	0.008970358814352574	0.003290034926515696	0.0
Sphingorhabdus	swab	0.040697674418604654	0.003041372305868104	0.0
Sphingorhabdus	water	0.036734693877551024	0.00639185502575147	0.0
Stenotrophobacter	swab	0.060786650774731825	0.0028202041968292454	0.0
Stenotrophobacter	water	0.0052478134110787176	0.0005247813411078718	0.0
Stenotrophomonas	swab	0.008375209380234505	0.00041501011222355917	0.0
Streptococcus	swab	0.034832451499118164	0.0014658022002629275	0.0
Streptococcus	water	0.020670826833073322	0.002067082683307332	0.0
Sva0081_sediment_group	swab	0.030223619846261356	0.0014828818219510464	0.0
Sva0081_sediment_group	water	0.0031201248049922	0.0012075721970597122	0.0
Synechococcus_IR11	skin	0.21973094170403587	0.006133204321432471	0.0
Synechococcus_IR11	swab	0.05090909090909091	0.0017513474452446759	0.0
Synechocystis_BDHKU-20401	swab	0.07181467181467181	0.004573105093008773	0.0
Synechocystis_BDHKU-20401	water	0.005228232455258395	0.0009230760367624098	0.0
Tabrizicola	swab	0.024704618689581095	0.0009704994049095337	0.0
Tabrizicola	water	0.01282798833819242	0.003106552763195267	0.0
Tepidisphaera	swab	0.029725363489499192	0.0006382596459917393	0.0
Terrimicrobium	swab	0.02263540824575586	0.0003359104861564934	0.0
Terrimonas	swab	0.013066871637202153	0.0002936099159982346	0.0
Tessaracoccus	swab	0.022243713733075435	0.000591539900513161	0.0
Thauera	swab	0.021964229683087543	0.00032006606261790753	0.0
Thermomonas	swab	0.06991586887148245	0.0021460597806721143	0.0
Thermomonas	water	0.0058309037900874635	0.0009809306745472517	0.0
Thioclava	swab	0.024407753050969132	0.0007108663898211772	0.0
Thioclava	water	0.006725970926448254	0.0023967780954445425	0.0
Tolypothrix_PCC-7601	skin	0.10270270270270271	0.0011600716711384817	0.0
Tolypothrix_PCC-7601	swab	0.06418918918918919	0.0006723907471901227	0.0
Trichococcus	skin	0.31133004926108376	0.00698016490649658	0.0
Trichococcus	swab	0.09933983024206225	0.0022608054447073606	0.0
Urania-1B-19_marine_sediment_group	swab	0.021422797089733225	0.0003927940574597514	0.0
Veillonella	swab	0.025863991081382386	0.0005393062088772145	0.0
Vibrio	swab	0.014404852160727824	0.0008519558041820203	0.0
Vibrio	water	0.0019428254232583958	0.00019428254232583959	0.0
Virgibacillus	skin	0.0967741935483871	0.0050626471477911855	0.0
Virgibacillus	swab	0.052083333333333336	0.0027778092183661962	0.0
Xenococcus_CRM	swab	0.027126525867080024	0.0006526320229478104	0.0
ZOR0006	skin	0.5772972972972973	0.03966021333652895	0.0
ZOR0006	swab	0.40878378378378377	0.03488255077303828	0.0
ZOR0006	water	0.010798522307473715	0.002294660256798965	0.0
hgcI_clade	swab	0.04450825556353195	0.0005287561931437045	0.0
hgcI_clade	water	0.03746877601998335	0.003746877601998335	0.0
wb1-A12	swab	0.02178988326848249	0.0008856907751586712	0.0
